review_url,coffee_name,total_score,roaster_location,coffee_origin,roast_level,agtron,est._price
https://www.coffeereview.com/review/colombia-finca-campo-hermosa/,Colombia Finca Campo Hermosa,94,"Cleveland, Tennessee","Quindio Department, Colombia",Light,62/82,$29.99/8 ounces
https://www.coffeereview.com/review/colombia-finca-la-sirena-mango-co-ferment/,Colombia Finca La Sirena Mango Co-Ferment,94,"Cleveland, Tennessee","Quindio Department, Colombia",Light,63/87,$22.99/8 ounces
https://www.coffeereview.com/review/in-bloom/,In Bloom,94,"Jersey City, New Jersey",Colombia; Ethiopia,Light,64/88,$25.00/250 grams
https://www.coffeereview.com/review/ethiopia-washed-kaffa-gimbo-lot-rich-espresso/,Ethiopia Washed Kaffa Gimbo Lot Rich Espresso,96,"Chia-Yi, Taiwan","Gimbo, Kaffa Province, Ethiopia",Medium-Light,55/77,NT $250/8 ounces
https://www.coffeereview.com/review/ethiopia-natural-gute-bona/,Ethiopia Natural Gute Bona,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,62/78,NT $400/8 ounces
https://www.coffeereview.com/review/white-geisha-blend-espresso/,White Geisha Blend Espresso,95,"Taichung, Taiwan",Panama; Ethiopia,Medium-Light,60/78,$39.00/8 ounces
https://www.coffeereview.com/review/yunlin-natural-geisha-cpag-1/,Yunlin Natural Geisha CPAG-1,95,"Yunlin, Taiwan","Yunlin, Taiwan",Medium-Light,60/78,NT $800/4 ounces
https://www.coffeereview.com/review/colombia-natural-huila-eulises-guzman/,Colombia Natural Huila Eulises Guzman,94,"Chia-Yi, Taiwan","Huila Department, Colombia",Medium-Light,60/80,NT $350/8 ounces
https://www.coffeereview.com/review/peru-washed-cusco-buena-vista-soola-sl09/,Peru Washed Cusco Buena Vista Soola SL09,94,"Chia-Yi, Taiwan","Cusco, Peru",Medium-Light,58/77,NT $300/4 ounces
https://www.coffeereview.com/review/yunlin-natural-geisha/,Yunlin Natural Geisha,94,"Yunlin, Taiwan","Yunlin, Taiwan",Light,60/84,NT $600/4 ounces
https://www.coffeereview.com/review/hechi/,Hechi,94,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,60/86,NT $330/8 ounces
https://www.coffeereview.com/review/las-margaritas-sudan-rume/,Las Margaritas Sudan Rume,95,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Cauca Department, Colombia",Light,60/84,$27.00/8 ounces
https://www.coffeereview.com/review/wilton-benitez-geisha-3/,Wilton Benitez Geisha,95,"Madison, Wisconsin","Piendamo, Cauca Department, Colombia",Light,62/84,$26.00/8 ounces
https://www.coffeereview.com/review/itumpi-tanzania/,Itumpi Tanzania,94,"Madison, Wisconsin","Mbozi District, Songwe Region, Tanzania",Medium-Light,59/81,$22.00/12 ounces
https://www.coffeereview.com/review/ethiopia-yirgacheffe-g1-gotiti-angel-station-geisha-washed/,Ethiopia Yirgacheffe G1 Gotiti Angel Station Geisha Washed,94,"Yilan, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/82,NT $550/200 grams
https://www.coffeereview.com/review/ethiopia-guji-hambela-buku-abel-bastet-geisha-washed/,Ethiopia Guji Hambela Buku Abel Bastet Geisha Washed,94,"Yilan, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,63/85,NT $550/200 grams
https://www.coffeereview.com/review/finca-cruz-loma-ecuador-geisha/,Finca Cruz Loma Ecuador Geisha,96,"Madison, Wisconsin","San José de Minas, Pichincha Province, Ecuador",Medium-Light,60/77,$32.00/8 ounces
https://www.coffeereview.com/review/costa-rica-finca-el-canal/,Costa Rica Finca El Cañal,95,"Charlotte, North Carolina","Alajuela, Central Valley, Costa Rica",Light,60/88,$30.00/12 ounces
https://www.coffeereview.com/review/hambela-dabaye-ethiopia/,Hambela Dabaye Ethiopia,95,"Madison, Wisconsin","Guji growing region, south-central Ethiopia",Light,65/87,$24.00/8 ounces
https://www.coffeereview.com/review/brazil-vinhal-grape-starfruit/,Brazil Vinhal Grape Starfruit,94,"Peoria, Illinois","Cerrado Mineiro, Minas Gerais, Brazil",Medium-Light,59/77,$21.00/12 ounces
https://www.coffeereview.com/review/duwancho-natural-ethiopia/,Duwancho Natural Ethiopia,94,"Madison, Wisconsin","Sidamo growing region, southern Ethiopia",Light,61/82,$28.00/12 ounces
https://www.coffeereview.com/review/colombia-finca-santa-barbara-gesha-anaerobic-honey/,Colombia Finca Santa Barbara Gesha Anaerobic Honey,95,"Floyd, Virginia","Algeciras, Huila Department, Colombia",Light,63/87,$32.00/12 ounces
https://www.coffeereview.com/review/colombia-faver-emir-ninco-pink-bourbon/,Colombia Faver Emir Ninco Pink Bourbon,94,"Taipei, Taiwan","Santa Maria, Huila Department, Colombia",Light,61/81,NT $559/8 ounces
https://www.coffeereview.com/review/ethiopia-yirgacheffe-earl-grey-peach/,Ethiopia Yirgacheffe Earl Grey Peach,94,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,65/87,NT $329/8 ounces
https://www.coffeereview.com/review/colombia-cauca-lusitania-geisha-washed/,Colombia Cauca Lusitania Geisha Washed,94,"Taipei, Taiwan","Caicedonia, Cauca Department, Colombia",Light,66/88,NT $470/100 grams
https://www.coffeereview.com/review/kenya-kirinyaga-karamundi-washed-ab/,Kenya Kirinyaga Karamundi Washed AB,95,"Taichung, Taiwan","Kirinyaga District, south-central Kenya",Light,66/86,NT $480/8 ounces
https://www.coffeereview.com/review/ka%ca%bbu-morning-glory/,Kaʻū Morning Glory,97,"Hilo, Hawai’i Island, Hawai’i","Kaʻū growing region, Hawai’i Island, Hawai’i",Light,62/84,$19.00/4 ounces
https://www.coffeereview.com/review/ka%ca%bbu-yellow-bourbon/,Kaʻū Yellow Bourbon,95,"Hilo, Hawai’i Island, Hawai’i","Kaʻū growing region, Hawai’i Island, Hawai’i",Medium-Light,60/80,$44.00/10 ounces
https://www.coffeereview.com/review/colombia-san-adolfo-huila/,Colombia San Adolfo Huila,95,"San Diego, California","Huila Department, Colombia",Light,65/87,$40.00/8 ounces
https://www.coffeereview.com/review/rwanda-kungahara-carbonic-maceration/,Rwanda Kungahara Carbonic Maceration,95,"Floyd, Virginia","Rustiro, Rwanda",Light,64/86,$28.00/12 ounces
https://www.coffeereview.com/review/ecuador-la-papaya-pacamara/,Ecuador La Papaya Pacamara,95,"Fort Wayne, Indiana","Saraguro, Loja, Ecuador",Light,64/86,$29.00/8 ounces
https://www.coffeereview.com/review/peru-churupampa-pacamara/,Peru Churupampa Pacamara,94,"Fort Wayne, Indiana","Jaén, Cajamarca, Peru",Medium-Light,59/80,$22.00/12 ounces
https://www.coffeereview.com/review/ethiopia-ayla-sidamo/,Ethiopia Ayla Sidamo,95,"Fort Wayne, Indiana","Sidamo growing region, southern Ethiopia",Light,62/84,$20.00/ 12 ounces
https://www.coffeereview.com/review/ethiopia-mullugeta-muntasha/,Ethiopia Mullugeta Muntasha,94,"Fort Wayne, Indiana","Bursa Village, Arbegona, Sidama growing region, southern Ethiopia",Medium-Light,61/79,$23.00/12 ounces
https://www.coffeereview.com/review/kau-giant-maragogipe-3/,Ka’u Giant Maragogipe,94,"Hilo, Hawai'i","Ka’u growing region, Hawai’i Island, Hawai’i",Medium-Light,52/73,$42.00/10 ounces
https://www.coffeereview.com/review/kau-red-bourbon/,Ka’u Red Bourbon,95,"Hilo, Hawai'i","Ka’u growing region, Hawai’i Island, Hawai’i",Medium-Light,60/78,$44.00/10 ounces
https://www.coffeereview.com/review/kona-bloom/,Kona Bloom,94,"Hilo, Hawai'i","Kona District, Hawai’i Island, Hawai’i",Medium-Light,57/78,$44.00/10 ounces
https://www.coffeereview.com/review/guatemala-retiro-del-quisaya-washed-process-2/,Guatemala Retiro del Quisaya Washed Process,94,"Durango, Colorado","San Martin Jilotepeque, Chimaltenango Department, Guatemala",Medium-Light,57/79,$19.95/12 ounces
https://www.coffeereview.com/review/ethiopian-single-origin/,Ethiopian Single Origin,94,"Norfolk, Virginia",Ethiopia,Medium-Light,52/74,$16.99/12 ounces
https://www.coffeereview.com/review/colombia-finca-al-paraiso-y-05-lychee/,Colombia Finca Al Paraiso Y–05 Lychee,95,"Glendale, California","Piendamó, Cauca Department, Colombia",Medium,52/64,$30.50/12 ounces
https://www.coffeereview.com/review/colombia-las-perlitas-anaerobic-honey/,Colombia Las Perlitas Anaerobic Honey,94,"Santa Fe, New Mexico","Medellin, Colombia",Medium-Light,59/81,$25.00/227 grams
https://www.coffeereview.com/review/panama-altieri-luci-geisha-natural-cold-dry-ferment/,Panama Altieri Luci Geisha Natural Cold Dry Ferment,94,"Los Angeles, California","Boquete growing region, western Panama",Medium-Light,58/81,$59.95/170 grams
https://www.coffeereview.com/review/costa-rica-la-minita-2/,Costa Rica La Minita,94,"Tulsa, Oklahoma","Los Santos, Tarrazú, Costa Rica",Medium-Light,56/82,$22.00/12 ounces
https://www.coffeereview.com/review/ethiopia-guji-grape-gildvine-natural-g1/,Ethiopia Guji Grape GildVine Natural G1,94,"Tainan, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Light,67/88,NT $500/227 grams
https://www.coffeereview.com/review/kenya-baragwi-guama-aa-washed/,Kenya Baragwi Guama AA Washed,95,"Baronett, Wisconsin","Guama Village, Kirinyaga County, Kenya",Light,61/83,$21.00/12 ounces
https://www.coffeereview.com/review/potosi-pink-bourbon-natural-colombia/,Potosi Pink Bourbon Natural Colombia,96,"Madison, Wisconsin","Trujillo, Valle Del Cauca, Cauca Department, Colombia",Light,64/86,$29.00/8 ounces
https://www.coffeereview.com/review/wilton-benitez-sudan-rume-colombia/,Wilton Benitez Sudan Rume Colombia,95,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,62/82,$25.00/8 ounces
https://www.coffeereview.com/review/kangocho-kenya-2/,Kangocho Kenya,95,"Madison, Wisconsin","Nyeri County, Kenya",Medium-Light,59/81,$25.00/12 ounces
https://www.coffeereview.com/review/la-esperanza-mandela/,La Esperanza Mandela,95,"Madison, Wisconsin","Trujillo, Valle Del Cauca, Cauca Department, Colombia",Light,62/80,$27.00/8 ounces
https://www.coffeereview.com/review/mexico-alva-flores/,Mexico Alva Flores,94,"Fort Wayne, Indiana","Santa Cruz, Ozolotepec, Oaxaca, Mexico",Medium-Light,54/72,$18.00/12 ounces
https://www.coffeereview.com/review/ethiopia-natural-sidama-blue-donkey-lot-2/,Ethiopia Natural Sidama Blue Donkey Lot 2,96,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,62/84,NT $350/8 ounces
https://www.coffeereview.com/review/trust-the-process-costa-rica-finca-carrizal-sl28-black-diamond-natural/,Trust the Process Costa Rica Finca Carrizal SL28 Black Diamond Natural,95,"Floyd, Virginia","Sabanilla de Alajuela growing region, Costa Rica",Light,62/84,$24.00/8 ounces
https://www.coffeereview.com/review/guatemala-washed-finca-el-general-gesha/,Guatemala Washed Finca El General Gesha,94,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Medium-Light,58/77,NT $420/4 ounces
https://www.coffeereview.com/review/guatemala-honey-finca-el-general-gesha-espresso/,Guatemala Finca El General Bourbon Honey Espresso,94,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Medium-Light,56/76,NT $420/4 ounces
https://www.coffeereview.com/review/true-love-espresso-blend-2/,True Love Espresso Blend,94,"Chia-Yi, Taiwan",Ethiopia; Guatemala,Medium-Light,57/77,NT $260/8 ounces
https://www.coffeereview.com/review/colombia-sebastian-ramirez-washed-pink-bourbon-2/,Colombia Sebastian Ramirez Washed Pink Bourbon,97,"McHenry, Illinois","Quindio Department, Colombia",Light,62/84,$30.00/12 ounces
https://www.coffeereview.com/review/colombia-manos-juntas-anaerobic-natural/,Colombia Manos Juntas Anaerobic Natural,94,"Peoria, Illinois","Cauca Department, Colombia",Light,63/85,$18.00/12 ounces
https://www.coffeereview.com/review/ecuador-la-papaya-geisha-natural/,Ecuador La Papaya Geisha Natural,96,"Fort Wayne, Indiana","Saraguro, Loja, Ecuador",Medium-Light,61/79,$38.00/8 ounces
https://www.coffeereview.com/review/yemen-al-obrah/,Yemen Al Obrah,95,"Fort Wayne, Indiana","Al Obrah, Hayma Dakhaliya, Sana'a, Yemen",Light,62/86,$42.00/8 ounces
https://www.coffeereview.com/review/kenya-embu/,Kenya Embu,95,"Taichung, Taiwan","Embu County, Kenya",Light,62/80,NT $1200/227 grams
https://www.coffeereview.com/review/yemen-ismaili/,Yemen Ismaili,94,"Taichung, Taiwan","Bani Ismail District, Sana'a, Yemen",Medium-Light,57/81,NT $1200/227 grams
https://www.coffeereview.com/review/guatemala-acatenango-geisha-3/,Guatemala Acatenango Geisha,94,"Tiachung, Taiwan","Acatenango growing region, Guatemala",Medium-Light,59/79,NT $1200/227 grams
https://www.coffeereview.com/review/ethiopia-bench-maji-lucy-geisha-anaerobic-natural/,Ethiopia Bench-Maji Lucy Geisha Anaerobic Natural,94,"Kaohsiung, Taiwan","Bench-Maji Zone, southern Ethiopia",Light,64/88,NT $300/100 grams
https://www.coffeereview.com/review/wilton-benitez-colombia-yellow-bourbon/,Wilton Benitez Colombia Yellow Bourbon,96,"Madison, Wisconsin","Piendamó, Cauca, Colombia",Light,63/88,$22.00/8 ounces
https://www.coffeereview.com/review/kona-tropical-punch-washed-2/,Kona Tropical Punch Washed,95,"Hilo, Hawai’i Island, Hawai’i","Kona growing region, Hawai’i Island, Hawai'i",Light,68/84,$50.00/4 ounces
https://www.coffeereview.com/review/granate/,Granate,94,"Satipo Province, Peru","Llayla District, Satipo Province, Peru",Medium-Light,57/79,$13.50/250 grams
https://www.coffeereview.com/review/kenya-kirinyaga-4/,Kenya Kirinyaga,95,"Floyd, Virginia","Kirinyaga District, south-central Kenya",Light,60/82,$25.00/12 ounces
https://www.coffeereview.com/review/costa-rica-san-diego/,Costa Rica San Diego,94,"Fort Wayne, Indiana","Tarrazu, Costa Rica",Medium-Light,57/77,$22.00/12 ounces
https://www.coffeereview.com/review/costa-rica-la-candelilla-geisha/,Costa Rica La Candelilla Geisha,94,"Floyd, Virginia","Tarrazu, Costa Rica",Light,62/84,$35.00/12 ounces
https://www.coffeereview.com/review/ethiopia-agaro-duromina-2/,Ethiopia Agaro Duromina,94,"San Diego, California","Agaro Duromina, Jimma Zone, Oromia State, Ethiopia",Medium-Light,59/79,$22.00/12 ounces
https://www.coffeereview.com/review/panama-renaissance-series-flora-geisha-washed/,Panama Renaissance Series Flora Geisha Washed,94,"Taipei, Taiwan","Boquete growing region, western Panama",Light,68/94,NT $800/227 grams
https://www.coffeereview.com/review/colombia-san-martin-bourbon-aji-star-fruit-peach-honey/,Colombia San Martin Bourbon Aji Star Fruit Peach Honey,95,"Yilan, Taiwan","Huila Department, Colombia",Light,64/88,NT $650/200 grams
https://www.coffeereview.com/review/taiwan-coe-3-alishan-zhou-zhu-yuan-geisha-natural/,Taiwan COE #3 Alishan Zhou Zhu Yuan Geisha Natural,94,"Yilan, Taiwan","Alishan, Taiwan",Light,62/80,"NT $2,700/100 grams"
https://www.coffeereview.com/review/las-margaritas-colombia-sudan-rume-natural/,Las Margaritas Colombia Sudan Rume Natural,95,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Cauca Department, Colombia",Light,62/86,$25.00/8 ounces
https://www.coffeereview.com/review/yabitu-koba-ethiopia-2/,Yabitu Koba Ethiopia,95,"Madison, Wisconsin","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,$23.00/12 ounces
https://www.coffeereview.com/review/pantan-musara-sumatra-4/,Pantan Musara Sumatra,94,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,57/80,$23.00/12 ounces
https://www.coffeereview.com/review/ethiopia-yirgacheffe-misty-valley-aricha-washed-g1/,Ethiopia Yirgacheffe Misty Valley Aricha Washed G1,94,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,65/93,NT $339/8 ounces
https://www.coffeereview.com/review/guatemala-el-soccoro-maracaturra-washed/,Guatemala El Soccoro Maracaturra Washed,94,"Baronett, Wisconsin","Palencia, Guatemala Department, Guatemala",Medium-Light,60/78,$20.00/12 ounces
https://www.coffeereview.com/review/ethiopia-sidama-bensa-alo-single-variety-74158-natural/,Ethiopia Sidama Bensa Alo Single Variety 74158 Natural,94,"New Taipei City, Taiwan","Sidamo growing region, southern Ethiopia",Light,66/88,NT $840/113 grams
https://www.coffeereview.com/review/el-salvador-loma-la-gloria-unicorn-natural/,El Salvador Loma La Gloria Unicorn Natural,95,"Reno, Nevada","El Bálsamo, Quetzaltepec growing region, El Salvador",Light,64/88,$29.00/10 ounces
https://www.coffeereview.com/review/costa-rica-las-lajas-sl-28-natural/,Costa Rica Las Lajas SL-28 Natural,94,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Light,58/84,$30.00/12 ounces
https://www.coffeereview.com/review/ethiopia-faysel-abdosh/,Ethiopia Faysel Abdosh,94,"Fort Wayne, Indiana","Chericho, Sidamo growing region, Ethiopia",Light,64/88,$20.00/12 ounces
https://www.coffeereview.com/review/kenya-kii-2/,Kenya Kii,94,"San Diego, California","Kirinyaga County, Kenya",Medium-Light,58/82,$26.00/250 grams
https://www.coffeereview.com/review/ethiopia-guji-bishala-g1-red-honey/,Ethiopia Guji Bishala G1 Red Honey,94,"Taichung, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,58/80,NT $460/8 ounces
https://www.coffeereview.com/review/ethiopia-sidama-bensa-shantawene-gatta-kenean-dukamo-anaerobic-natural-g1/,Ethiopia Sidama Bensa Shantawene Gatta Kenean Dukamo Anaerobic Natural G1,94,"Taichung, Taiwan","Bensa district, Sidama Zone, southern Ethiopia",Light,66/89,NT $720/8 ounces
https://www.coffeereview.com/review/kenya-nyeri-hill-ab/,Kenya Nyeri Hill AB,96,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,58/82,$23.50/12 ounces
https://www.coffeereview.com/review/ethiopia-sidama-bombe-natural-2/,Ethiopia Sidama  Bombe Natural,94,"Taitung, Taiwan","Sidamo growing region, southern Ethiopia",Light,61/85,NT $350/200 grams
https://www.coffeereview.com/review/ethiopia-kayon-mountain-12/,Ethiopia Kayon Mountain,95,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Light,64/88,$24.00/12 ounces
https://www.coffeereview.com/review/colombia-red-sunset/,Colombia Red Sunset,94,"Lexington, Virginia","Santa Barbara, Antioquia Department, Colombia",Light,60/84,$27.00/12 ounces
https://www.coffeereview.com/review/ethiopia-gesha-village-lot-108/,Ethiopia Gesha Village Lot 108,94,"Jersey City, New Jersey","Bench-Maji Zone, southern Ethiopia",Light,66/89,$30.00/50 grams
https://www.coffeereview.com/review/panama-geisha-vuelta-drd-natural-lot-gn-01/,Panama Geisha Vuelta DRD Natural Lot GN-01,97,"Hilo, Hawai’i Island, Hawai’i","Boquete growing region, western Panama",Light,64/88,$400.00/20 grams
https://www.coffeereview.com/review/panama-kaizen-lot-gw-01/,Panama Kaizen Lot GW-01,96,"Hilo, Hawai’i Island, Hawai’i","Boquete growing region, western Panama",Light,65/90,$400.00/20 grams
https://www.coffeereview.com/review/kona-geisha-champagne-natural-2/,Kona Geisha Champagne Natural,95,"Hilo, Hawai’i Island, Hawai’i","Hōlualoa, North Kona growing region, Hawai’i Island, Hawai’i",Light,64/88,$200.00/4 ounces
https://www.coffeereview.com/review/ethiopia-nano-genji-lot-8/,Ethiopia Nano Genji Lot #8,94,"Manlius, New York","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Light,64/84,$22.00/12 ounces
https://www.coffeereview.com/review/colombia-hacienda-la-pradera-mokka/,Colombia Hacienda La Pradera Mokka,94,"Manlius, New York","Santander Department, Colombia",Light,64/88,$42.00/12 ounces
https://www.coffeereview.com/review/la-piragua-pink-bourbon-colombia/,La Piragua Pink Bourbon Colombia,94,"Madison, Wisconsin","Palestina, Huila Department, Colombia",Light,62/84,$22.00/12 ounces
https://www.coffeereview.com/review/kenya-baragwi-guama/,Kenya Baragwi Guama,94,"Fort Wayne, Indiana","Guama Village, Kirinyaga County, Kenya",Medium-Light,60/78,$22.00/12 ounces
https://www.coffeereview.com/review/ethiopia-washed-uraga-more-floral-kurume-espresso/,Ethiopia Washed Uraga More Floral Kurume Espresso,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/79,NT $270/8 ounces
https://www.coffeereview.com/review/ethiopia-natural-sidama-alo-village-fl/,Ethiopia Natural Sidama ALO Village FL,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,62/84,NT $480/4 ounces
https://www.coffeereview.com/review/ethiopia-washed-sidama-bura-karamo-74158/,Ethiopia Washed Sidama Bura Karamo 74158,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,64/84,NT $320/8 ounces
https://www.coffeereview.com/review/ethiopia-natural-guji-hambella-wamena-buku-g1/,Ethiopia Natural Guji Hambella Wamena Buku G1,94,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,64/88,NT $320/8 ounces
https://www.coffeereview.com/review/guatemala-naranjas-nadando/,Guatemala Naranjas Nadando,95,"Topeka, Kansas","Huehuetenango, Guatemala",Light,62/84,$22.00/10 ounces
https://www.coffeereview.com/review/songstress-geisha/,Songstress Geisha,95,"Taipei, Taiwan","Bench-Maji Zone, southern Ethiopia",Light,64/86,NT $370/8 ounces
https://www.coffeereview.com/review/ethiopia-gesha-village-surma-1931-mossto-anaerobic-honey/,Ethiopia Gesha Village Surma 1931 Mossto Anaerobic Honey,95,"Baronett, Wisconsin","Bench-Maji Zone, southern Ethiopia",Light,62/84,$40.00/6 ounces
https://www.coffeereview.com/review/panama-bambito-estate-geisha/,Panama Bambito Estate Geisha,95,"San Diego, California","Volcan Baru, Boquete growing region, Panama",Light,64/88,$38.75/4 ounces
https://www.coffeereview.com/review/colombia-efren-echeverry/,Colombia Efren Echeverry,94,"Fort Wayne, Indiana","Pitalito, Huila Department, Colombia",Light,62/84,$25.00/12 ounces
https://www.coffeereview.com/review/pueo-blend/,Pueo Blend,94,"Hilo, Hawai'i",Guatemala and other undisclosed origins,Medium-Light,50/77,$20.00/10 ounces
https://www.coffeereview.com/review/wai-meli-morning/,Wai Meli Morning,94,"Mountain View, Hawai'i","Kona and Ka’u, Hawai’i; other undisclosed origins",Medium-Light,54/72,$30.00/10 ounces
https://www.coffeereview.com/review/ayla-bombe-natural/,Ayla Bombe Natural,94,"Madison, Wisconsin","Sidamo growing region, southern Ethiopia",Light,63/87,$22.00/12 ounces
https://www.coffeereview.com/review/wilton-benitez-striped-bourbon-colombia/,Wilton Benitez Striped Bourbon Colombia,94,"Madison, Wisconsin","Piendamó, Cauca, Colombia",Light,62/84,$25.00/8 ounces
https://www.coffeereview.com/review/buena-vista-pink-bourbon-colombia/,Buena Vista Pink Bourbon Colombia,94,"Madison, Wisconsin","La Muralla, Huila Department, Colombia",Medium-Light,59/77,$22.00/8 ounces
https://www.coffeereview.com/review/yunlin-washed-geisha/,Yunlin Washed Geisha,96,"Yunlin, Taiwan","Yunlin County, Taiwan",Light,64/90,NT $800/120 grams
https://www.coffeereview.com/review/ethiopia-banko-washed/,Ethiopia Banko Washed,96,"Floyd, Virginia","Gedeb District, Gedeo Zone, southern Ethiopia",Light,62/84,$24.00/12 ounces
https://www.coffeereview.com/review/colombia-villa-betulia-cm-sidra/,Colombia Villa Betulia CM Sidra,96,"Denver, Colorado","Acevedo, Huila Department, Colombia",Light,60/84,$46.00/8 ounces
https://www.coffeereview.com/review/ethiopia-anaerobic-worka-sakaro/,Ethiopia Anaerobic Worka Sakaro,95,"Floyd, Virginia","Gedeb District, Gedeo Zone, southern Ethiopia",Light,66/92,$24.00/12 ounces
https://www.coffeereview.com/review/costa-rica-hacienda-sonora-natural-milenio/,Costa Rica Hacienda Sonora Natural Milenio,94,"Denver, Colorado","Alajuela, Central Valley, Costa Rica",Light,62/84,$19.00/8 ounces
https://www.coffeereview.com/review/costa-rica-alma-negra-natural/,Costa Rica Alma Negra Natural,94,"Floyd, Virginia","Alajuela, Central Valley, Costa Rica",Light,58/88,$25.00/12 ounces
https://www.coffeereview.com/review/el-salvador-finca-santa-sofia-natural-kenya/,El Salvador Finca Santa Sofia Natural Kenya,94,"Denver, Colorado","Santa Ana, El Salvador",Light,68/94,$22.00/8 ounces
https://www.coffeereview.com/review/colombia-aponte-honey/,Colombia Aponte Honey,94,"Floyd, Virginia","Aponte, Nariño Department, Colombia",Light,64/88,$23.00/12 ounces
https://www.coffeereview.com/review/finca-huixoc-geisha-2/,Finca Huixoc Geisha,94,"Antigua Guatemala, Guatemala","La Democracia, Huehuetenango Department, Guatemala",Light,60/82,$24.00/12 ounces
https://www.coffeereview.com/review/costa-rica-rivense-finca-el-mango-honey-process/,Costa Rica Rivense Finca El Mango Honey Process,94,"Thermopolis, Wyoming","Chirripo, Brunca growing region, Costa Rica",Light,62/84,$16.00/12 ounces
https://www.coffeereview.com/review/el-salvador-unicorn-3/,El Salvador Unicorn,94,"Truckee, California","El Bálsamo Quetzaltepec, El Salvador",Medium-Light,58/80,$24.00/8 ounces
https://www.coffeereview.com/review/kenya-kiamwangi-factory-aa-top/,Kenya Kiamwangi Factory AA TOP,94,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,60/80,NT $389/8 ounces
https://www.coffeereview.com/review/ethiopia-sidama-bensa-hamasho-washed-toh2/,Ethiopia Sidama Bensa Hamasho Washed TOH#2,94,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,64/86,NT $349/8 ounces
https://www.coffeereview.com/review/costa-rica-red-java-honey-finca-los-pinitos/,Costa Rica Red Java Honey Finca Los Pinitos,95,"Charlotte, North Carolina","Alajuela, Central Valley, Costa Rica",Light,60/88,$29.00//12 ounces
https://www.coffeereview.com/review/costa-rica-finca-el-canal-double-diamond/,Costa Rica Finca El Cañal Double Diamond,94,"Charlotte, North Carolina","Alajuela, Central Valley, Costa Rica",Light,62/86,$28.00/12 ounces
https://www.coffeereview.com/review/honduras-roger-dominguez/,Honduras Roger Dominguez,94,"Fort Wayne, Indiana","La Paz, Marcala growing region, Honduras",Light,66/88,$20.00/8 ounces
https://www.coffeereview.com/review/ngurueri-kenya/,Ngurueri Kenya,94,"Madison, Wisconsin","Embu County, Kenya",Light,62/80,$22.00/12 ounces
https://www.coffeereview.com/review/cruz-loma-ecuador/,Cruz Loma Ecuador,94,"Madison, Wisconsin","San José de Minas, Pichincha Province, Ecuador",Light,60/82,$22.00/8 ounces
https://www.coffeereview.com/review/colombia-monteblanco-nectar-citrullus-secret-stash/,Colombia Monteblanco Nectar Citrullus Secret Stash,94,"Sacramento, Calfornia","Peñas Blancas Mountains, Acevedo, Colombia",Medium-Light,58/82,$20.00/8 ounces
https://www.coffeereview.com/review/costa-rica-la-laguna-lot-secret-stash/,Costa Rica La Laguna Lot Secret Stash,94,"Sacramento, California","Tarrazu, Costa Rica",Light,64/86,$20.00/8 ounces
https://www.coffeereview.com/review/ballista-espresso/,Ballista Espresso,94,"Lee, Massachusetts","Ethiopia, Brazil",Medium-Light,56/74,$18.45/12 ounces
https://www.coffeereview.com/review/ethiopia-natural-lion-88/,Ethiopia Natural Lion 88,94,"Taipei, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Light,66/90,NT $500/8 ounces
https://www.coffeereview.com/review/panama-lamastus-family-elida-estate-loma-geisha-washed/,Panama Lamastus Family Elida Estate Loma Geisha Washed,97,"New Taipei City, Taiwan","Boquete growing region, western Panama",Light,64/88,"NT $1,695/4 ounces"
